product_name,link,product_images,price,details,category,gender
TEXTURED SHIRT,https://www.zara.com/in/en/textured-shirt-p02092300.html,https://static.zara.net/photos///2023/I/0/2/p/2092/300/250/2/w/448/2092300250_1_1_1.jpg?ts=1690536385550,55.86,Shirt made of textured easy-care fabric that minimises the need for ironing.Regular fit spread collar shirt featuring long sleeves with buttoned cuffs. Button-up front.,SHIRTS,men
SHIRT WITH FRENCH CUFFS,https://www.zara.com/in/en/shirt-with-french-cuffs-p05673441.html,https://static.zara.net/photos///2023/I/0/2/p/5673/441/250/2/w/448/5673441250_1_1_1.jpg?ts=1688555084156,55.86,Regular-fit shirt with a spread collar and long sleeves with French cuffs with cufflinks. Button-up front.,SHIRTS,men
TEXTURED LYOCELL BLEND SHIRT,https://www.zara.com/in/en/textured-lyocell-blend-shirt-p05672441.html,https://static.zara.net/photos///2023/I/0/2/p/5672/441/250/2/w/448/5672441250_1_1_1.jpg?ts=1690361341153,46.06,Regular-fit shirt in a lyocell blend. Spread collar and long sleeves with buttoned cuffs. Button-up front.,SHIRTS,men
SHIRT WITH ADJUSTABLE HEM,https://www.zara.com/in/en/shirt-with-adjustable-hem-p02553306.html,https://static.zara.net/photos///2023/I/0/2/p/2553/306/800/2/w/448/2553306800_1_1_1.jpg?ts=1691072084264,55.86,Boxy-fit shirt made of a cotton blend. Spread collar and short sleeves. Chest patch pocket. Adjustable hem with elastic on the sides. Button-up front.,SHIRTS,men
CROPPED FAUX LEATHER SHIRT,https://www.zara.com/in/en/cropped-faux-leather-shirt-p08281325.html,https://static.zara.net/photos///2023/V/0/1/p/8281/423/800/2/w/448/8281423800_1_1_1.jpg?ts=1682333401257,46.06,Relaxed-fit faux leather shirt. Collar and short sleeves. Chest patch pocket. Cropped length. Fastens down the front with snap buttons.,SHIRTS,men
STRIPED SHIRT,https://www.zara.com/in/en/striped-shirt-p06456400.html,https://static.zara.net/photos///2023/I/0/2/p/6456/400/044/2/w/448/6456400044_1_1_1.jpg?ts=1691503022803,46.06,Relaxed fit collared shirt. Short sleeves. Split hem. Button-up front.,SHIRTS,men
STRIPED SHIRT,https://www.zara.com/in/en/striped-shirt-p05646037.html,https://static.zara.net/photos///2023/I/0/2/p/5646/037/401/2/w/448/5646037401_1_1_1.jpg?ts=1688713594627,46.06,"Relaxed fit shirt made of a cotton blend. Featuring a camp collar, short sleeves and a button-up front.",SHIRTS,men
STRIPED TEXTURED SHIRT,https://www.zara.com/in/en/striped-textured-shirt-p07545483.html,https://static.zara.net/photos///2023/I/0/2/p/7545/483/330/2/w/448/7545483330_1_1_1.jpg?ts=1690360448610,46.06,Relaxed fit shirt made of lightweight fabric. Lapel collar and short sleeves. Chest patch pockets. Asymmetric hem with side vents. Button-up front.,SHIRTS,men
OXFORD SHIRT,https://www.zara.com/in/en/oxford-shirt-p08211405.html,https://static.zara.net/photos///2023/I/0/2/p/1063/315/058/2/w/448/1063315058_1_1_1.jpg?ts=1691136022464,41.86,Regular fit shirt made of cotton. Button-down collar and long sleeves with buttoned cuffs. Chest patch pocket. Button-up front.,SHIRTS,men
SHIRT WITH CONTRAST TOPSTITCHING,https://www.zara.com/in/en/shirt-with-contrast-topstitching-p06917321.html,https://static.zara.net/photos///2023/I/0/2/p/6917/321/922/2/w/448/6917321922_1_1_1.jpg?ts=1691746950318,55.86,Collared relaxed-fit shirt. Long sleeves with buttoned cuffs. Chest patch pocket. Hem with side vents. Contrast topstitching all over the garment. Faded effect. Button-up front.,SHIRTS,men
TOPSTITCHED DENIM SHIRT,https://www.zara.com/in/en/topstitched-denim-shirt-p03175314.html,https://static.zara.net/photos///2023/I/0/2/p/3175/314/400/2/w/448/3175314400_1_1_1.jpg?ts=1691072087302,46.06,Boxy fit collared shirt made of compact denim fabric. Short sleeves. Chest patch pocket. Contrast topstitching all over the garment. Button-up front.,SHIRTS,men
DENIM SHIRT,https://www.zara.com/in/en/denim-shirt-p06085371.html,https://static.zara.net/photos///2023/I/0/2/p/6085/371/400/2/w/448/6085371400_1_1_1.jpg?ts=1690962647916,46.06,Faded relaxed fit collared shirt made of denim. Featuring long sleeves and a chest patch pocket. Button-up front.,SHIRTS,men
DENIM OVERDYE SHIRT,https://www.zara.com/in/en/denim-overdye-shirt-p05520311.html,https://static.zara.net/photos///2023/I/0/2/p/5520/311/400/2/w/448/5520311400_1_1_1.jpg?ts=1692025126711,46.06,Faded relaxed fit collared shirt featuring long sleeves with buttoned cuffs. Patch pocket on the chest and a button-up front.,SHIRTS,men
RELAXED FIT DENIM SHIRT,https://www.zara.com/in/en/relaxed-fit-denim-shirt-p07627307.html,https://static.zara.net/photos///2023/I/0/2/p/7627/307/430/2/w/448/7627307430_1_1_1.jpg?ts=1688555878027,55.86,Relaxed-fit collared shirt with long sleeves and buttoned cuffs. Faded effect. Button-up front.,SHIRTS,men
ABSTRACT PRINT DENIM SHIRT,https://www.zara.com/in/en/abstract-print-denim-shirt-p07627306.html,https://static.zara.net/photos///2023/I/0/2/p/7627/306/426/2/w/448/7627306426_1_1_1.jpg?ts=1689319990523,55.86,Relaxed fit sleeveless denim collared shirt. Patch pockets with flaps on the chest. Faded effect. Button-up front.,SHIRTS,men
DENIM SHIRT WITH POCKET,https://www.zara.com/in/en/denim-shirt-with-pocket-p05520315.html,https://static.zara.net/photos///2023/I/0/2/p/5520/315/400/2/w/448/5520315400_1_1_1.jpg?ts=1689319989981,46.06,Faded relaxed fit collared shirt made of lightweight denim. Featuring long sleeves and a chest patch pocket. Button-up front.,SHIRTS,men
STRIPED SHIRT,https://www.zara.com/in/en/striped-shirt-p00975350.html,https://static.zara.net/photos///2023/I/0/2/p/0975/350/406/2/w/448/0975350406_1_1_1.jpg?ts=1688115892639,46.06,Relaxed-fit shirt made of a cotton and lyocell blend. Camp collar and short sleeves. Button-up front.,SHIRTS,men
COLOURED DENIM OVERSHIRT,https://www.zara.com/in/en/coloured-denim-overshirt-p07446430.html,https://static.zara.net/photos///2023/V/0/2/p/7446/430/800/2/w/448/7446430800_1_1_1.jpg?ts=1679481042997,41.86,Relaxed fit collared overshirt. Long sleeves with buttoned cuffs. Chest patch pockets. Button-up front.,SHIRTS,men
BANDANA PRINT SHIRT,https://www.zara.com/in/en/bandana-print-shirt-p08574365.html,https://static.zara.net/photos///2023/I/0/2/p/8574/365/500/2/w/448/8574365500_1_1_1.jpg?ts=1689157209376,46.06,Relaxed fit sleeveless shirt made of technical fabric. Camp collar and button-up front.,SHIRTS,men
ABSTRACT PRINT TEXTURED SHIRT,https://www.zara.com/in/en/abstract-print-textured-shirt-p05887878.html,https://static.zara.net/photos///2023/I/0/2/p/5887/878/500/2/w/448/5887878500_1_1_1.jpg?ts=1689926679882,46.06,Regular-fit collared shirt with short sleeves. Button-up front.,SHIRTS,men
PIXELATED PRINTED SHIRT,https://www.zara.com/in/en/pixelated-printed-shirt-p07545389.html,https://static.zara.net/photos///2023/I/0/2/p/7545/389/526/2/w/448/7545389526_1_1_1.jpg?ts=1688714839172,46.06,Relaxed fit shirt made of viscose fabric. Spread collar and short sleeves. Chest patch pocket. Button-up front.,SHIRTS,men
ABSTRACT PRINT SHIRT,https://www.zara.com/in/en/abstract-print-shirt-p06085308.html,https://static.zara.net/photos///2023/I/0/2/p/6085/308/500/2/w/448/6085308500_1_1_1.jpg?ts=1687331081778,46.06,Boxy fit shirt in cotton fabric. Camp collar and short sleeves. Split hem. Button-up front.,SHIRTS,men
TIE-DYE PRINT SHIRT,https://www.zara.com/in/en/tie-dye-print-shirt-p07446303.html,https://static.zara.net/photos///2023/I/0/2/p/7446/303/030/2/w/448/7446303030_1_1_1.jpg?ts=1685691791832,46.06,Relaxed fit shirt. Camp collar and short sleeves. Patch pocket on the chest. Hem with side vents. Button-up front.,SHIRTS,men
STRETCHY POPLIN SHIRT,https://www.zara.com/in/en/stretchy-poplin-shirt-p05588744.html,https://static.zara.net/photos///2023/V/0/2/p/3277/266/250/2/w/448/3277266250_1_1_1.jpg?ts=1674745669025,41.86,"Shirt made of a stretchy cotton fabric. Featuring a spread collar, long sleeves with buttoned cuffs and a button-up front.",SHIRTS,men
ACTIVE SHIRT,https://www.zara.com/in/en/active-shirt-p05445404.html,https://static.zara.net/photos///2022/I/0/1/p/5445/404/250/13/w/448/5445404250_1_1_1.jpg?ts=1665671913567,39.06,Slim-fit shirt with a spread collar that buttons on the inside. Long sleeves with buttoned cuffs. Button-up front.-Breathable-Anti-odour treatment.-Wrinkle resistant.View more,SHIRTS,men
SEERSUCKER SHIRT,https://www.zara.com/in/en/seersucker-shirt-p06861320.html,https://static.zara.net/photos///2023/I/0/2/p/6861/320/401/2/w/448/6861320401_1_1_1.jpg?ts=1691680454772,55.86,Relaxed-fit shirt with a camp collar and a button-up front. Featuring a chest patch pocket and side vents at the hem.,SHIRTS,men
SEERSUCKER SHIRT WITH POCKET,https://www.zara.com/in/en/seersucker-shirt-with-pocket-p06861324.html,https://static.zara.net/photos///2023/I/0/2/p/6861/328/401/2/w/448/6861328401_1_1_1.jpg?ts=1691503022516,46.06,Relaxed-fit shirt. Spread collar and short sleeves. Chest patch pocket. Button-up front.,SHIRTS,men
STRIPED SEERSUCKER SHIRT,https://www.zara.com/in/en/striped-seersucker-shirt-p05574114.html,https://static.zara.net/photos///2023/I/0/1/p/5574/114/712/3/w/448/5574114712_1_1_1.jpg?ts=1688732447810,55.86,Regular-fit shirt with a collar and long sleeves with buttoned cuffs. Chest patch pocket. Adjustable hem with ties at the front. Button-up front.,SHIRTS,men
TEXTURED SHIRT WITH PRINT,https://www.zara.com/in/en/textured-shirt-with-print-p07380500.html,https://static.zara.net/photos///2023/I/0/2/p/7380/500/022/2/w/448/7380500022_2_1_1.jpg?ts=1687961160735,46.06,Relaxed fit shirt with a spread collar. Short sleeves and a button-up front.,SHIRTS,men
GEOMETRIC JACQUARD SHIRT,https://www.zara.com/in/en/geometric-jacquard-shirt-p05372304.html,https://static.zara.net/photos///2023/I/0/2/p/5372/304/050/2/w/448/5372304050_1_1_1.jpg?ts=1689256344451,46.06,Shirt with a camp collar and short sleeves. Ribbed trims. Button-up front.,SHIRTS,men
GEOMETRIC JACQUARD SHIRT,https://www.zara.com/in/en/geometric-jacquard-shirt-p07545300.html,https://static.zara.net/photos///2023/I/0/1/p/7545/300/800/3/w/448/7545300800_1_1_1.jpg?ts=1687345355983,46.06,Relaxed-fit shirt made of a viscose and cotton blend. Camp collar and short sleeves. Hem with side vents. Button-up front.,SHIRTS,men
COMFORT OVERSHIRT WITH POCKETS,https://www.zara.com/in/en/comfort-overshirt-with-pockets-p00706429.html,https://static.zara.net/photos///2023/I/0/2/p/0706/429/800/12/w/448/0706429800_1_1_1.jpg?ts=1692961529587,55.86,Collared overshirt made of a stretchy fabric. Long sleeves with snap-button cuffs. Chest patch pockets. Front snap-button fastening.,SHIRTS,men
LINEN - COTTON EMBROIDERED SHIRT,https://www.zara.com/in/en/linen---cotton-embroidered-shirt-p07200401.html,https://static.zara.net/photos///2023/I/0/1/p/7200/401/250/3/w/448/7200401250_1_1_1.jpg?ts=1686760637187,46.06,"Relaxed fit shirt made of a linen and cotton blend. Featuring a camp collar, short sleeves, a split hem and a button-up front.",SHIRTS,men
LINEN - COTTON EMBROIDERED SHIRT,https://www.zara.com/in/en/linen---cotton-embroidered-shirt-p07200403.html,https://static.zara.net/photos///2023/I/0/2/p/7200/403/711/2/w/448/7200403711_1_1_1.jpg?ts=1688720192269,46.06,Relaxed-fit shirt made of a linen and cotton blend fabric. Featuring a camp collar and short sleeves. Contrast embroidered details all over the garment. Button-up front.,SHIRTS,men
EASY CARE TEXTURED SHIRT,https://www.zara.com/in/en/easy-care-textured-shirt-p07545517.html,https://static.zara.net/photos///2023/I/0/2/p/3090/503/620/2/w/448/3090503620_1_1_1.jpg?ts=1690540990796,27.86,Shirt made of fabric with easy care and everyday maintenance texture.Slim fit spread collar shirt featuring long sleeves with buttoned cuffs. Button-up front.,SHIRTS,men
© HIROSHI NAGAI PRINT SHIRT,https://www.zara.com/in/en/--hiroshi-nagai-print-shirt-p04644410.html,https://static.zara.net/photos///2023/I/0/2/p/4644/410/400/2/w/448/4644410400_1_1_1.jpg?ts=1689169843052,55.86,Relaxed fit shirt made of a satiny fabric. Camp collar and short sleeves. © Hiroshi Nagai graphic prints all over the garment. Side vents at the hem. Button-up front.,SHIRTS,men
CONTRAST PRINT SHIRT,https://www.zara.com/in/en/contrast-print-shirt-p06085385.html,https://static.zara.net/photos///2023/I/0/2/p/6085/385/250/2/w/448/6085385250_1_1_1.jpg?ts=1689087952806,46.06,Relaxed-fit shirt made of a satiny fabric. Camp collar and short sleeves. Contrast print on the front and back. Button-up front.,SHIRTS,men
CITY PRINT SHIRT,https://www.zara.com/in/en/city-print-shirt-p04571300.html,https://static.zara.net/photos///2023/I/0/2/p/4571/300/400/2/w/448/4571300400_1_1_1.jpg?ts=1689169843068,46.06,Relaxed fit shirt made of a satiny fabric. Camp collar and short sleeves. Contrast prints all over the garment. Side vents at the hem. Button-up front.,SHIRTS,men
STRIPE PRINT SHIRT,https://www.zara.com/in/en/stripe-print-shirt-p05847261.html,https://static.zara.net/photos///2023/I/0/2/p/5847/261/800/2/w/448/5847261800_1_1_1.jpg?ts=1687445757517,46.06,Relaxed fit shirt made of a satiny fabric. Camp collar and short sleeves. Trims with contrast stripes. Button-up front.,SHIRTS,men
COTTON - LINEN SHIRT,https://www.zara.com/in/en/cotton---linen-shirt-p03277306.html,https://static.zara.net/photos///2023/I/0/2/p/3277/306/409/2/w/448/3277306409_1_1_1.jpg?ts=1685521803905,46.06,Relaxed fit collared shirt made of a linen and cotton blend fabric. Short sleeves. Chest patch pocket. Button-up front.,SHIRTS,men
COTTON SHIRT,https://www.zara.com/in/en/cotton-shirt-p01182402.html,https://static.zara.net/photos///2023/I/0/2/p/1182/402/047/2/w/448/1182402047_1_1_1.jpg?ts=1689256343530,40.46,Regular fit shirt made of lightweight cotton. Button-down collar and long sleeves with buttoned cuffs. Button-up front.,SHIRTS,men
FAUX LEATHER OVERSHIRT,https://www.zara.com/in/en/faux-leather-overshirt-p05070305.html,https://static.zara.net/photos///2023/I/0/2/p/5070/305/800/2/w/448/5070305800_1_1_1.jpg?ts=1688715757260,55.86,"Boxy fit collared overshirt made of faux leather. Featuring short sleeves, a chest patch pockets, contrast topstitching all over the garment and a button-up front.",SHIRTS,men
OVERSHIRT WITH CONTRAST TOPSTITCHING,https://www.zara.com/in/en/overshirt-with-contrast-topstitching-p05786162.html,https://static.zara.net/photos///2023/I/0/2/p/5786/162/800/2/w/448/5786162800_1_1_1.jpg?ts=1688715758115,69.86,Collared relaxed fit overshirt. Long sleeves with buttoned cuffs. Chest patch pockets. Contrast topstitching all over the garment. Button-up front.,SHIRTS,men
SHIRT WITH CONTRASTING TOPSTITCHING,https://www.zara.com/in/en/shirt-with-contrasting-topstitching-p05674162.html,https://static.zara.net/photos///2023/I/0/2/p/5674/162/800/2/w/448/5674162800_1_1_1.jpg?ts=1688725313165,46.06,Short sleeve relaxed fit shirt with a spread collar. Chest patch pocket. Contrast topstitching all over the garment. Button-up front.,SHIRTS,men
ABSTRACT JACQUARD SHIRT,https://www.zara.com/in/en/abstract-jacquard-shirt-p02675304.html,https://static.zara.net/photos///2023/I/0/2/p/2675/304/527/2/w/448/2675304527_1_1_1.jpg?ts=1689756836059,69.86,Relaxed fit shirt made of compact fabric. Camp collar and short sleeves. Chest patch pocket. Side vents at the hem. Button-up front.,SHIRTS,men
PALM TREE PRINT SHIRT,https://www.zara.com/in/en/palm-tree-print-shirt-p05669155.html,https://static.zara.net/photos///2023/I/0/2/p/5669/155/070/2/w/448/5669155070_1_1_1.jpg?ts=1689757426762,69.86,Relaxed fit shirt made of a fabric with geometric embroidery and print. Camp collar and short sleeves. Button-up front.,SHIRTS,men
FLORAL PRINT SHIRT,https://www.zara.com/in/en/floral-print-shirt-p01034301.html,https://static.zara.net/photos///2023/I/0/2/p/1034/301/800/2/w/448/1034301800_1_1_1.jpg?ts=1692351179520,46.06,Regular fit shirt made of a lightweight creased effect fabric. Camp collar and short sleeves. Split hem. Button-up front.,SHIRTS,men
FLORAL PRINT SHIRT,https://www.zara.com/in/en/floral-print-shirt-p02599340.html,https://static.zara.net/photos///2023/I/0/2/p/2599/340/064/2/w/448/2599340064_1_1_1.jpg?ts=1692021899645,46.06,"Relaxed fit shirt with a camp collar, short sleeves and a button-up front.",SHIRTS,men
CREASED-EFFECT SHIRT,https://www.zara.com/in/en/creased-effect-shirt-p06103400.html,https://static.zara.net/photos///2023/V/0/2/p/6103/400/403/2/w/448/6103400403_1_1_1.jpg?ts=1674550838363,40.46,Relaxed fit shirt made of creased-effect cotton. Stand-up collar and long sleeves with buttoned cuffs. Button-up front.,SHIRTS,men
COTTON - LINEN SHIRT,https://www.zara.com/in/en/cotton---linen-shirt-p01063302.html,https://static.zara.net/photos///2023/V/0/2/p/1063/202/700/2/w/448/1063202700_1_1_1.jpg?ts=1685461210229,41.86,Relaxed fit shirt made of a linen blend. Stand-up collar and long sleeves with buttoned cuffs. Button-up front.,SHIRTS,men
LYOCELL SHIRT WITH A STAND-UP COLLAR,https://www.zara.com/in/en/lyocell-shirt-with-a-stand-up-collar-p06103301.html,https://static.zara.net/photos///2023/I/0/2/p/6103/301/427/2/w/448/6103301427_1_1_1.jpg?ts=1688108947339,41.86,Regular-fit shirt with a tab collar and long sleeves with buttoned cuffs. Button-up front.,SHIRTS,men
SHIRT WITH CONTRAST COLLAR,https://www.zara.com/in/en/shirt-with-contrast-collar-p01063303.html,https://static.zara.net/photos///2023/V/0/2/p/1063/303/250/2/w/448/1063303250_1_1_1.jpg?ts=1674820911502,41.86,"Relaxed fit shirt made of a linen and cotton blend. Featuring a contrast stand-up collar, long sleeves with inner strap detail and a button-up front.",SHIRTS,men
STAND-UP COLLAR SHIRT,https://www.zara.com/in/en/stand-up-collar-shirt-p01063460.html,https://static.zara.net/photos///2023/V/0/2/p/1063/460/250/2/w/448/1063460250_1_1_1.jpg?ts=1678267705449,41.86,"Regular fit shirt featuring a stand-up collar, a button-up front and long sleeves with buttoned cuffs.",SHIRTS,men
COTTON - VISCOSE SHIRT,https://www.zara.com/in/en/cotton---viscose-shirt-p07545321.html,https://static.zara.net/photos///2023/I/0/2/p/7545/321/800/2/w/448/7545321800_1_1_1.jpg?ts=1691151338122,46.06,Relaxed fit shirt made of a cotton and viscose blend. Stand-up collar and long sleeves with buttoned cuffs. Button-up front.,SHIRTS,men
FLORAL PRINT SHIRT,https://www.zara.com/in/en/floral-print-shirt-p06085319.html,https://static.zara.net/photos///2023/I/0/2/p/6085/319/800/2/w/448/6085319800_1_1_1.jpg?ts=1691753368284,46.06,Relaxed fit shirt. Camp collar and short sleeves. Contrast prints on the back. Hip patch pocket. Button-up front.,SHIRTS,men
SHIRT WITH CONTRAST EMBROIDERY,https://www.zara.com/in/en/shirt-with-contrast-embroidery-p06085315.html,https://static.zara.net/photos///2023/I/0/2/p/6085/315/710/2/w/448/6085315710_1_1_1.jpg?ts=1688108947149,46.06,Relaxed-fit shirt made of cotton. Camp collar and short sleeves. Embroidery and contrast print on the front and back. Button-up front.,SHIRTS,men
SLOGAN PRINT SHIRT,https://www.zara.com/in/en/slogan-print-shirt-p06085318.html,https://static.zara.net/photos///2023/I/0/2/p/6085/318/807/2/w/448/6085318807_1_1_1.jpg?ts=1691739360464,46.06,"Relaxed-fit shirt made of cotton. Camp collar and short sleeves. Contrast prints on the front and back. Button-up front.The garment is unique thanks to its special washing process. For this reason, it may differ in colour from that of the photo.View more",SHIRTS,men
